Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Open,,,STATE,757.699,786.691,28.992,,
BR2_trial3_01_20220810,2023-08-31 09:10:45,,/Users/queen_nishika/Downloads/BR2_trial3_01_20220810.mov,2222.588,30.0,Pool 3,Open,,,STATE,758.907,798.160,39.253,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 2,Hiding,,,STATE,759.668,2205.724,1446.056,,
WES_trial1_03_20220808_NR,2023-08-11 16:00:11,,/Users/queen_nishika/Downloads/WES_trial1_03_20220808.mov,2039.530,30.0,Pool 3,Hiding,,,STATE,759.697,894.688,134.991,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 2,Hiding,,,STATE,759.702,788.406,28.704,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Open,,,STATE,760.175,775.198,15.023,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 2,Hiding,,,STATE,760.651,779.917,19.266,,
WES_trial2_03_20220812_NR,2023-08-09 15:08:01,,/Users/queen_nishika/Downloads/WES_trial2_03_20220812.mov,2032.750,30.0,Pool 3,Open,,,STATE,761.433,781.695,20.262,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Open,,,STATE,761.470,776.220,14.750,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 3,Open,,,STATE,761.688,795.187,33.499,,
WES_trial1_03_20220812_NR,2023-08-08 10:29:42,,/Users/queen_nishika/Downloads/WES_trial1_03_20220812.mov,1948.900,30.0,Pool 5,Hiding,,,STATE,761.695,1948.525,1186.830,,
BR_trial1_01_20220808,2024-02-13 13:51:17,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_01_20220808.mov,2188.230,30.0,Pool 3,Hiding,,,STATE,761.937,1766.912,1004.975,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 5,Open,,,STATE,762.164,773.941,11.777,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 6,Hiding,,,STATE,762.669,780.167,17.498,,
BR_trial3_02_20220808,2024-02-27 13:51:18,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_02_20220808.mov,2207.900,30.0,Pool 4,Open,,,STATE,762.784,774.894,12.110,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 1,Hiding,,,STATE,763.166,1337.909,574.743,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 5,Hiding,,,STATE,763.166,2156.195,1393.029,,
BR_trial2_01_20220808_NR,2023-08-17 14:35:44,,/Users/queen_nishika/Downloads/BR_trial2_01_20220808.mov,2166.000,30.0,Pool 6,Open,,,STATE,763.431,831.687,68.256,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 3,Hiding,,,STATE,763.635,1093.635,330.000,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 2,Open,,,STATE,763.766,779.224,15.458,,
WES_trial1_03_20220808_NR,2023-08-11 16:00:11,,/Users/queen_nishika/Downloads/WES_trial1_03_20220808.mov,2039.530,30.0,Pool 5,Open,,,STATE,764.695,765.697,1.002,,
BR1_trial2_01_20220810_NR,2023-08-11 11:17:57,,/Users/queen_nishika/Downloads/BR1_trial2_01_20220810.mov,2083.750,30.0,Pool 2,Hiding,,,STATE,765.663,872.912,107.249,,
WES_trial1_03_20220808_NR,2023-08-11 16:00:11,,/Users/queen_nishika/Downloads/WES_trial1_03_20220808.mov,2039.530,30.0,Pool 5,Hiding,,,STATE,765.697,873.688,107.991,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 2,Hiding,,,STATE,765.880,1049.377,283.497,,
WES_trial2_05_20220812,2023-09-23 10:41:23,,/Users/queen_nishika/Downloads/WES_trial2_05_20220812.mov,2565.000,30.0,Pool 1,Open,,,STATE,766.172,1052.697,286.525,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 6,Open,,,STATE,766.951,1098.451,331.500,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 1,Hiding,,,STATE,767.409,791.413,24.004,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 1,Open,,,STATE,768.181,787.723,19.542,,
BR2_trial2_01_20220810_NR,2023-08-14 14:12:43,,/Users/queen_nishika/Downloads/BR2_trial2_01_20220810.mov,2099.930,30.0,Pool 2,Hiding,,,STATE,769.166,2099.528,1330.362,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Open,,,STATE,769.623,780.636,11.013,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 3,Hiding,,,STATE,769.643,780.919,11.276,,
WES_trial2_03_20220812_NR,2023-08-09 15:08:01,,/Users/queen_nishika/Downloads/WES_trial2_03_20220812.mov,2032.750,30.0,Pool 6,Hiding,,,STATE,770.208,2031.670,1261.462,,
WES_trial2_04_20220812_NR,2023-08-10 11:36:23,,/Users/queen_nishika/Downloads/WES_trial2_04_20220812.mov,2040.856,30.0,Pool 3,Hiding,,,STATE,770.918,2040.515,1269.597,,
WES_trial2_01_20220812_NR,2023-08-09 11:08:37,,/Users/queen_nishika/Downloads/WES_trial2_01_20220812.mov,2021.630,30.0,Pool 5,Open,,,STATE,772.441,816.700,44.259,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 4,Open,,,STATE,772.664,776.165,3.501,,
WES_trial2_03_20220812_NR,2023-08-09 15:08:01,,/Users/queen_nishika/Downloads/WES_trial2_03_20220812.mov,2032.750,30.0,Pool 2,Hiding,,,STATE,773.180,1307.918,534.738,,
WES_trial2_01_20220808,2023-08-25 10:49:51,,/Users/queen_nishika/Downloads/WES_trial2_01_20220808.mov,2230.370,30.0,Pool 5,Open,,,STATE,773.681,800.916,27.235,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 5,Hiding,,,STATE,773.941,795.673,21.732,,
BR2_trial2_01_20220810_NR,2023-08-14 14:12:43,,/Users/queen_nishika/Downloads/BR2_trial2_01_20220810.mov,2099.930,30.0,Pool 3,Hiding,,,STATE,774.183,1330.917,556.734,,
BR_trial1_01_20220808,2024-02-13 13:51:17,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_01_20220808.mov,2188.230,30.0,Pool 6,Open,,,STATE,774.237,2186.761,1412.524,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 6,Hiding,,,STATE,774.410,1219.679,445.269,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 2,Hiding,,,STATE,774.665,982.418,207.753,,
BR_trial3_02_20220808,2024-02-27 13:51:18,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_02_20220808.mov,2207.900,30.0,Pool 4,Hiding,,,STATE,774.894,792.374,17.480,,
WES_trial2_05_20220812,2023-09-23 10:41:23,,/Users/queen_nishika/Downloads/WES_trial2_05_20220812.mov,2565.000,30.0,Pool 4,Open,,,STATE,775.167,831.928,56.761,,
BR_trial2_01_20220808_NR,2023-08-17 14:35:44,,/Users/queen_nishika/Downloads/BR_trial2_01_20220808.mov,2166.000,30.0,Pool 5,Hiding,,,STATE,775.195,2165.312,1390.117,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,775.198,793.189,17.991,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,776.220,794.232,18.012,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 4,Hiding,,,STATE,776.677,783.180,6.503,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 4,Hiding,,,STATE,777.165,780.666,3.501,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 3,Hiding,,,STATE,777.465,2176.076,1398.611,,
BR1_trial2_01_20220810_NR,2023-08-11 11:17:57,,/Users/queen_nishika/Downloads/BR1_trial2_01_20220810.mov,2083.750,30.0,Pool 3,Hiding,,,STATE,777.916,2082.659,1304.743,,
BR_trial1_01_20220808,2024-02-13 13:51:17,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_01_20220808.mov,2188.230,30.0,Pool 1,Hiding,,,STATE,777.956,2188.003,1410.047,,
WES_trial2_04_20220812_NR,2023-08-10 11:36:23,,/Users/queen_nishika/Downloads/WES_trial2_04_20220812.mov,2040.856,30.0,Pool 6,Hiding,,,STATE,778.915,2040.228,1261.313,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 3,Open,,,STATE,778.919,786.659,7.740,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 2,Hiding,,,STATE,779.224,888.254,109.030,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 3,Open,,,STATE,779.635,784.670,5.035,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 6,Hiding,,,STATE,779.878,793.656,13.778,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 6,Open,,,STATE,780.167,803.912,23.745,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Hiding,,,STATE,780.636,827.161,46.525,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 4,Open,,,STATE,780.666,781.669,1.003,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 4,Hiding,,,STATE,780.741,1113.919,333.178,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 2,Open,,,STATE,780.908,798.187,17.279,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 3,Open,,,STATE,780.919,910.664,129.745,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 1,Hiding,,,STATE,781.169,1090.630,309.461,,
BR1_trial2_01_20220810_NR,2023-08-11 11:17:57,,/Users/queen_nishika/Downloads/BR1_trial2_01_20220810.mov,2083.750,30.0,Pool 5,Hiding,,,STATE,781.418,2083.750,1302.332,,
WES_trial2_03_20220812_NR,2023-08-09 15:08:01,,/Users/queen_nishika/Downloads/WES_trial2_03_20220812.mov,2032.750,30.0,Pool 3,Hiding,,,STATE,781.695,1030.931,249.236,,
WES_trial2_04_20220812_NR,2023-08-10 11:36:23,,/Users/queen_nishika/Downloads/WES_trial2_04_20220812.mov,2040.856,30.0,Pool 4,Hiding,,,STATE,782.155,2040.515,1258.360,,
BR2_trial2_01_20220810_NR,2023-08-14 14:12:43,,/Users/queen_nishika/Downloads/BR2_trial2_01_20220810.mov,2099.930,30.0,Pool 1,Hiding,,,STATE,782.622,2099.189,1316.567,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 4,Hiding,,,STATE,782.666,801.887,19.221,,
BR1_trial3_02_20220810,2023-09-05 11:52:35,,/Users/queen_nishika/Downloads/BR1_trial3_02_20220810.mov,2300.100,30.0,Pool 4,Open,,,STATE,782.940,829.167,46.227,,
BR_trial1_01_20220808,2024-02-13 13:51:17,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_01_20220808.mov,2188.230,30.0,Pool 5,Open,,,STATE,782.966,873.759,90.793,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 4,Open,,,STATE,783.180,799.701,16.521,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 1,Hiding,,,STATE,783.382,1216.710,433.328,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 5,Open,,,STATE,783.698,802.702,19.004,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 2,Hiding,,,STATE,785.190,970.704,185.514,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 3,Hiding,,,STATE,785.668,871.705,86.037,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 2,Hiding,,,STATE,785.704,824.700,38.996,,
WES_trial2_05_20220812,2023-09-23 10:41:23,,/Users/queen_nishika/Downloads/WES_trial2_05_20220812.mov,2565.000,30.0,Pool 5,Open,,,STATE,786.444,917.183,130.739,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 3,Hiding,,,STATE,786.659,814.916,28.257,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Hiding,,,STATE,786.691,800.170,13.479,,
BR2_trial3_02_20220810,2023-09-06 10:04:08,,/Users/queen_nishika/Downloads/BR2_trial3_02_20220810.mov,2310.970,30.0,Pool 6,Open,,,STATE,787.169,794.696,7.527,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 1,Hiding,,,STATE,787.723,799.960,12.237,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 3,Open,,,STATE,787.919,834.194,46.275,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 4,Hiding,,,STATE,788.166,796.917,8.751,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 4,Open,,,STATE,789.160,809.658,20.498,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 2,Open,,,STATE,789.167,827.196,38.029,,
WES_trial2_03_20220812_NR,2023-08-09 15:08:01,,/Users/queen_nishika/Downloads/WES_trial2_03_20220812.mov,2032.750,30.0,Pool 5,Hiding,,,STATE,789.180,2031.180,1242.000,,
WES_trial2_04_20220812_NR,2023-08-10 11:36:23,,/Users/queen_nishika/Downloads/WES_trial2_04_20220812.mov,2040.856,30.0,Pool 5,Hiding,,,STATE,789.419,1196.685,407.266,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 5,Open,,,STATE,789.723,837.714,47.991,,
WES_trial1_03_20220812_NR,2023-08-08 10:29:42,,/Users/queen_nishika/Downloads/WES_trial1_03_20220812.mov,1948.900,30.0,Pool 4,Hiding,,,STATE,790.188,814.699,24.511,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 2,Hiding,,,STATE,790.675,916.695,126.020,,
BR2_trial3_01_20220810,2023-08-31 09:10:45,,/Users/queen_nishika/Downloads/BR2_trial3_01_20220810.mov,2222.588,30.0,Pool 2,Open,,,STATE,790.694,1442.646,651.952,,
BR_trial3_02_20220808,2024-02-27 13:51:18,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_02_20220808.mov,2207.900,30.0,Pool 4,Open,,,STATE,792.374,825.799,33.425,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 1,Open,,,STATE,792.416,823.697,31.281,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 4,Open,,,STATE,792.633,848.670,56.037,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Open,,,STATE,793.189,807.701,14.512,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 6,Open,,,STATE,793.656,822.664,29.008,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Open,,,STATE,794.232,807.471,13.239,,
BR2_trial2_01_20220810_NR,2023-08-14 14:12:43,,/Users/queen_nishika/Downloads/BR2_trial2_01_20220810.mov,2099.930,30.0,Pool 4,Hiding,,,STATE,794.419,839.672,45.253,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 6,Open,,,STATE,794.475,843.321,48.846,,
BR1_trial2_01_20220810_NR,2023-08-11 11:17:57,,/Users/queen_nishika/Downloads/BR1_trial2_01_20220810.mov,2083.750,30.0,Pool 6,Hiding,,,STATE,794.684,1115.694,321.010,,
BR2_trial3_02_20220810,2023-09-06 10:04:08,,/Users/queen_nishika/Downloads/BR2_trial3_02_20220810.mov,2310.970,30.0,Pool 6,Hiding,,,STATE,794.696,1392.387,597.691,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 3,Hiding,,,STATE,795.187,802.685,7.498,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 5,Open,,,STATE,795.673,816.688,21.015,,
BR2_trial2_02_20220810,2023-09-05 14:44:00,,/Users/queen_nishika/Downloads/BR2_trial2_02_20220810.mov,2356.000,30.0,Pool 5,Open,,,STATE,796.419,801.664,5.245,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 4,Open,,,STATE,796.917,827.190,30.273,,
BR2_trial3_01_20220810,2023-08-31 09:10:45,,/Users/queen_nishika/Downloads/BR2_trial3_01_20220810.mov,2222.588,30.0,Pool 3,Hiding,,,STATE,798.160,1004.380,206.220,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 2,Hiding,,,STATE,798.187,844.191,46.004,,
WES_trial1_03_20220808_NR,2023-08-11 16:00:11,,/Users/queen_nishika/Downloads/WES_trial1_03_20220808.mov,2039.530,30.0,Pool 6,Open,,,STATE,798.880,840.149,41.269,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 1,Open,,,STATE,799.960,824.212,24.252,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Open,,,STATE,800.170,805.707,5.537,,
BR1_trial3_02_20220810,2023-09-05 11:52:35,,/Users/queen_nishika/Downloads/BR1_trial3_02_20220810.mov,2300.100,30.0,Pool 2,Open,,,STATE,800.406,804.667,4.261,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 4,Hiding,,,STATE,800.687,814.940,14.253,,
WES_trial2_01_20220808,2023-08-25 10:49:51,,/Users/queen_nishika/Downloads/WES_trial2_01_20220808.mov,2230.370,30.0,Pool 5,Hiding,,,STATE,800.916,1833.405,1032.489,,
BR2_trial3_02_20220810,2023-09-06 10:04:08,,/Users/queen_nishika/Downloads/BR2_trial3_02_20220810.mov,2310.970,30.0,Pool 3,Hiding,,,STATE,801.145,928.635,127.490,,
BR2_trial2_02_20220810,2023-09-05 14:44:00,,/Users/queen_nishika/Downloads/BR2_trial2_02_20220810.mov,2356.000,30.0,Pool 5,Hiding,,,STATE,801.664,2355.445,1553.781,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 4,Open,,,STATE,801.887,816.645,14.758,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 3,Open,,,STATE,802.685,872.202,69.517,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 5,Hiding,,,STATE,802.702,904.675,101.973,,
BR_trial1_02_20220808,2024-02-13 14:30:42,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_02_20220808.mov,2093.970,30.0,Pool 1,Open,,,STATE,803.933,821.932,17.999,,
BR_trial1_01_20220808,2024-02-13 13:51:17,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_01_20220808.mov,2188.230,30.0,Pool 2,Hiding,,,STATE,803.976,845.663,41.687,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 3,Open,,,STATE,804.153,832.199,28.046,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 6,Hiding,,,STATE,804.409,812.666,8.257,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 4,Open,,,STATE,804.416,815.695,11.279,,
BR1_trial3_02_20220810,2023-09-05 11:52:35,,/Users/queen_nishika/Downloads/BR1_trial3_02_20220810.mov,2300.100,30.0,Pool 2,Hiding,,,STATE,804.667,1156.674,352.007,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 6,Hiding,,,STATE,804.698,2234.268,1429.570,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 1,Open,,,STATE,805.420,882.697,77.277,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Hiding,,,STATE,805.707,807.635,1.928,,
WES_trial2_02_20220812_NR,2023-08-10 09:48:14,,/Users/queen_nishika/Downloads/WES_trial2_02_20220812.mov,2054.300,30.0,Pool 2,Open,,,STATE,805.916,820.171,14.255,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 5,Hiding,,,STATE,806.211,2133.880,1327.669,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 1,Hiding,,,STATE,806.385,858.664,52.279,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,807.471,836.945,29.474,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Open,,,STATE,807.635,813.378,5.743,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,807.701,836.713,29.012,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 4,Hiding,,,STATE,809.658,1224.676,415.018,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 5,Open,,,STATE,810.464,826.047,15.583,,
